,rest_name,locality,rating,cuisines,cost_for_two,votes
262,Buddy's Pizza                                     ,Gurukul,3.8,"['Pizza', 'Fast Food']",500,390
263,Vintage Village                                     ,Nikol,3.8,['Gujarati'],600,423
264,Knife & Fork                                     ,"Rivera Arcade, Prahladnagar",4,"['North Indian', 'Chinese', 'Seafood', 'Mughlai']",750,493
265,China Hut                                     ,Paldi,3.5,"['Chinese', 'North Indian']",400,532
266,Silver Leaf Bistro Restaurant                                     ,"Acropolis Mall, Thaltej",4,"['North Indian', 'Mughlai', 'Continental']","1,500",384
267,"Falafal - Fruits , Platters , Juices                                     ",Gurukul,3.8,"['Healthy Food', 'Juices']",500,423
268,The Eatery - Four Points by Sheraton                                     ,Ellis Bridge,4,"['Asian', 'American', 'North Indian', 'Gujarati']","2,500",375
269,Amazing Hyderabadi Dum Biryani                                     ,Gurukul,4,['North Indian'],750,525
270,Hari Om Dabeli                                     ,Gurukul,3.8,"['Fast Food', 'Street Food']",200,549
271,Mr & Mrs Somani - The Grand Bhagwati                                     ,"The Grand Bhagwati, Bodakdev",4,"['North Indian', 'Continental']","1,400",417
272,Theokaphe                                     ,Bodakdev,4.1,"['Italian', 'Fast Food']",900,378
273,The Dhaba                                     ,Prahlad Nagar,4,"['North Indian', 'Biryani', 'Fast Food', 'Desserts', 'Beverages']",600,469
274,Khana Shana                                     ,Infocity,4.1,"['North Indian', 'Street Food']",550,485
275,Hotel ZK                                     ,Relief Road,3.9,"['North Indian', 'Chinese', 'Mughlai']",700,465
276,China House - Hyatt Regency                                     ,"Hyatt Regency, Ashram Road",4.5,"['Chinese', 'Asian']","2,400",363
277,Chai Shop - Hyatt Regency                                     ,"Hyatt Regency, Ashram Road",4.1,"['Cafe', 'Desserts']","1,500",367
278,Jalpaan Restaurant                                     ,Prahlad Nagar,4,['North Indian'],800,351
279,Sante Spa Cuisine                                     ,Bodakdev,4.6,"['Salad', 'Continental', 'Healthy Food']",800,364
280,Keventers - The Original Milkshake                                     ,"Rivera Arcade, Prahladnagar",3.5,"['Beverages', 'Desserts', 'Ice Cream']",400,459
281,Roastery Cultur - The Coffee Company                                     ,Bodakdev,4.8,"['Cafe', 'Beverages']",800,351
282,Punjab King                                     ,"Rivera Arcade, Prahladnagar",3.9,['North Indian'],650,514
283,Iscon Gathiya                                     ,Satellite,4.1,"['Gujarati', 'Street Food']",100,472
284,Alinea Restaurant & Banquet                                     ,C G Road,3.9,"['North Indian', 'Chinese']",650,478
285,From The North                                     ,C G Road,4.2,['North Indian'],"1,000",289
286,Epicurean Alley                                     ,Ellis Bridge,3.8,"['North Indian', 'Chinese']",900,494
287,Forking Awesome                                     ,Navrangpura,4.1,"['Cafe', 'North Indian']",700,350
288,Foodish                                     ,Mani Nagar,3.6,"['Street Food', 'Sandwich', 'Fast Food']",350,541
289,Harry's Kitchen                                     ,Vastrapur,4.5,"['Fast Food', 'Sandwich', 'Burger', 'Pizza', 'Beverages']",300,349
290,Maruti Dining Hall                                     ,Vastrapur,4.2,['Gujarati'],300,505
291,The Great Kabab Factory - Radisson Blu                                     ,"Radisson Blu, Ambavadi",3.9,"['Mughlai', 'Kebab', 'North Indian']","2,400",350
292,Indulgence                                     ,Vastrapur,4.4,"['Cafe', 'Bakery', 'Desserts']",500,340
293,Unique Eats Restro Cafe                                     ,Navrangpura,4.2,"['North Indian', 'Italian', 'Asian']","1,200",332
294,Spicia Restaurant                                     ,Mani Nagar,3.7,"['North Indian', 'Mughlai', 'Chinese']",550,481
295,Levels Cafe                                     ,Bodakdev,3.8,"['Cafe', 'Chinese', 'Italian', 'Fast Food', 'Beverages']",600,358
296,R Kitchen - Renaissance Hotel                                     ,"Renaissance Hotel, Sola",4.2,"['North Indian', 'Continental']","2,000",333
297,Araby's Restaurant                                     ,Lal Darwaja,3.9,"['North Indian', 'Mughlai']",600,446
298,Amicorum                                     ,Sola,4.3,"['Mexican', 'Italian', 'Desserts', 'Beverages']",700,327
299,Earthen Oven - Fortune Landmark                                     ,"Fortune Landmark, Ashram Road",4.3,"['North Indian', 'Mughlai']","1,600",394
300,Green House - The House Of MG                                     ,Lal Darwaja,4.2,"['Gujarati', 'North Indian', 'South Indian']","1,500",325
301,Kaboose Restaurant                                     ,Sola,3.8,"['North Indian', 'Italian']",800,456
302,Royal Restaurant & Banquet                                     ,Odhav,4.3,"['North Indian', 'Chinese']",400,451
303,Balaji Food Corner                                     ,Navrangpura,3.6,"['North Indian', 'Chinese', 'Fast Food']",350,490
304,Le Artisan Boulangerie                                     ,Bodakdev,4.4,"['Bakery', 'Fast Food', 'Italian']",800,303
305,Brain Freeze Ice Cream & Desserts                                     ,Bodakdev,4.3,"['Ice Cream', 'Desserts']",300,321
306,Cafe Chocoaddict                                     ,Airport Gandhinagar Highway,4.1,['Cafe'],400,319
307,Shree Mehfil                                     ,Sola,4,"['North Indian', 'Chinese', 'Continental']",600,431
308,Navjivan Restaurant                                     ,Paldi,4,"['North Indian', 'Chinese']",600,466
309,Bollywood Lounge                                     ,Vastrapur,4.2,"['North Indian', 'Continental', 'Italian', 'Mexican']","1,000",419
310,Gwalbhog                                     ,Chandkheda,4.1,"['Gujarati', 'Rajasthani', 'North Indian']",700,382
311,Sizzling Pizza                                     ,Vastrapur,4.1,"['Pizza', 'Fast Food']",400,374
312,Navrang Restaurant                                     ,Navrangpura,4,"['North Indian', 'Chinese', 'Fast Food']",600,479
313,Autograph - Armoise Hotel                                     ,"Armoise Hotel, C G Road",3.9,"['North Indian', 'Italian']",900,333
314,Kaka Kathiyawadi                                     ,Airport Gandhinagar Highway,2.8,"['North Indian', 'Gujarati']",400,495
315,Mm!Maroosh                                     ,Prahlad Nagar,3.8,"['Arabian', 'North Indian', 'Fast Food']",600,426
316,Real Paprika                                     ,"Swapna Complex, Mani Nagar",3.3,"['Pizza', 'Fast Food']",400,469
317,Appiitto9 Cafe                                     ,Bodakdev,4,"['Cafe', 'North Indian', 'Italian']",850,292
318,Pure Beans & Creams                                     ,"SBR Social, Bodakdev",4.6,"['Beverages', 'Ice Cream']",350,457
319,Artisan - Regenta  Antarim                                     ,Navrangpura,4,"['North Indian', 'Continental']","1,000",300
320,Harshu's Late Night Munchies                                     ,Satellite,4,"['North Indian', 'Chinese', 'Sandwich', 'Fast Food']",450,448
321,Instaa Fresh                                     ,Thaltej,4,"['Cafe', 'Healthy Food', 'Italian']",900,299
322,Sundew - Ramada                                     ,"Ramada, Prahlad Nagar",4,"['North Indian', 'Continental', 'Fast Food']","1,400",327
323,Jalaram Parotha House                                     ,Prahlad Nagar,3.9,"['North Indian', 'Gujarati']",450,412
324,The Raj Thaal                                     ,"The Raj Banquets & Hotels, Bopal",4,"['Gujarati', 'Rajasthani']",700,413
325,Happy Rolls                                     ,Vastrapur,4.1,"['Rolls', 'Fast Food']",350,319
326,Tummy Fillers                                     ,Navrangpura,3.8,"['Burger', 'Fast Food', 'Beverages']",400,424
327,Azad Sweets & Restaurant                                     ,Navrangpura,4,"['North Indian', 'Mithai']",350,361
328,Shiv Shakti Kathiyawadi                                     ,Vastrapur,4.1,['Gujarati'],400,448
329,Utsav Restaurant                                     ,Paldi,4,"['North Indian', 'Chinese']",500,468
330,Jain Dal Bati                                     ,Prahlad Nagar,4.1,"['Rajasthani', 'North Indian']",700,316
331,Pepper Pots                                     ,Gota,3.8,"['North Indian', 'Fast Food', 'Beverages']",500,466
332,Purohit Thali                                     ,Gurukul,3.9,"['Maharashtrian', 'Gujarati']",250,406
333,Greenz Restaurant                                     ,Infocity,3.9,"['Chinese', 'North Indian', 'Continental']",700,319
334,Mezza 9                                     ,Airport Gandhinagar Highway,3.9,"['Thai', 'Mexican', 'Italian', 'Continental', 'North Indian']",700,317
335,Bopal Biryani Centre                                     ,"SOBO Center, Bopal",3.9,"['Biryani', 'Mughlai', 'Kebab']",700,451
336,Das Khaman                                     ,Navrangpura,4.5,['Street Food'],200,322
337,Sardar Foods                                     ,Infocity,3.7,"['North Indian', 'Chinese']",500,390
338,Starbucks Coffee                                     ,Prahlad Nagar,4.4,"['Cafe', 'Desserts']",700,366
339,Jacaranda - The Ummed                                     ,"The Gateway Hotel Ummed, Hansol",3.9,"['North Indian', 'Continental', 'Gujarati']","2,500",253
340,Up & Up                                     ,Navrangpura,3.5,"['Biryani', 'North Indian']",750,449
341,Ice Cream Works                                     ,"Acropolis Mall, Thaltej",4.4,"['Desserts', 'Ice Cream', 'Beverages']",300,274
342,Massala Theoryy                                     ,Bodakdev,4.1,"['Italian', 'North Indian']",800,272
343,Candle Light Date N Dinner                                     ,Navrangpura,3.9,"['North Indian', 'Chinese']","1,500",307
344,24/7 All Day Dining Coffee Shop - The Metropole Hotel                                     ,The Metropole Hotel,3.7,"['North Indian', 'Chinese', 'Continental']","1,200",275
345,Terra                                     ,Bodakdev,4.1,"['Cafe', 'Mexican']",800,268
346,Fun Point                                     ,Chandkheda,3.9,"['North Indian', 'Chinese', 'Fast Food']",550,268
347,Fayrouz                                     ,Prahlad Nagar,4.3,"['Mughlai', 'North Indian', 'Chinese', 'BBQ', 'Biryani', 'Seafood']",650,275
348,Topaz                                     ,Ambavadi,3.7,"['North Indian', 'Chinese']",500,412
349,Khanasutra                                     ,Airport Gandhinagar Highway,3.4,"['North Indian', 'Chinese', 'Fast Food']",550,417
350,Beans & Leaves - Platinum Hotels                                     ,"Platinum Hotels, Vasna",4,['Cafe'],600,262
351,Cellad Eatery                                     ,Gulbai Tekra,3.9,"['North Indian', 'Fast Food']",900,355
352,Royal Bengal Tandoori Hut                                     ,"Rivera Arcade, Prahladnagar",3.3,"['Bengali', 'North Indian', 'Chinese', 'Seafood']",700,385
353,The Kebabish                                     ,Sarkhej,3.8,"['Kerala', 'North Indian', 'Mughlai', 'Biryani', 'Chinese', 'Rolls']",550,398
354,Upsouth                                     ,Vastrapur,4.1,"['South Indian', 'Beverages']",500,425
355,Shreejikrupa                                     ,Vastrapur,4.3,['Street Food'],200,410
356,Udipi Cafe                                     ,Paldi,3.6,"['North Indian', 'South Indian', 'Chinese', 'Fast Food']",400,391
357,Silver Leaf - Cama Hotel                                     ,"Cama Hotel, Bhadra",3.9,"['North Indian', 'Parsi', 'Mexican', 'Continental']","1,200",341
358,Khetlaapa Cafe                                     ,Vastrapur,4.1,"['Cafe', 'Fast Food']",400,333
359,Biskut                                     ,Bodakdev,4.5,"['Bakery', 'Fast Food']",300,263
360,85 Degrees C                                     ,Satellite,3.9,"['Cafe', 'Italian', 'Continental']",s. 800,278
361,Vipul Dudhiya Sweets                                     ,Satellite,4.3,"['Mithai', 'Street Food', 'Gujarati']",s. 300,373
362,Jashuben Shah Old Pizza                                     ,Ambavadi,4.1,"['Pizza', 'Sandwich']",s. 250,402
363,Joules                                     ,Gurukul,3.8,"['Fast Food', 'Beverages']",s. 500,245
364,Grab A Meal                                     ,Satellite,3.5,"['North Indian', 'Gujarati']",s. 200,439
365,Dawat                                     ,Infocity,2.7,"['North Indian', 'Mughlai', 'Chinese']",s. 700,370
366,House Of Shakes                                     ,Gulbai Tekra,3.9,"['Beverages', 'Desserts', 'Healthy Food', 'Juices']",s. 350,283
367,MIY Bistro - Make It Yourself                                     ,Satellite,4.3,"['Continental', 'Chinese', 'Thai', 'Mexican', 'Healthy Food', 'Beverages']",s. 750,225
